market,week_index,week_start,sessions,fragrance_orders,fragrance_revenue,conversion_rate,average_order_value,revenue_per_session,paid_media_index,promo_intensity,new_visitor_share,pilot_market,post_launch,digital_feature_available,weeks_from_launch
Japan,17,2025-05-05,124391,3410,283815.17,0.027413558858759877,83.23,2.2816,95.83,0.2326,0.3584,0,0,0,-48
Japan,18,2025-05-12,136705,4089,379411.83,0.029911122490033283,92.79,2.7754,101.94,0.1981,0.352,0,0,0,-47
Japan,19,2025-05-19,120088,3171,303333.3,0.026405635867030843,95.66,2.5259,102.21,0.18,0.3617,0,0,0,-46
Japan,20,2025-05-26,131024,3678,353982.3,0.028071193063866164,96.24,2.7017,95.58,0.1749,0.3331,0,0,0,-45
Japan,21,2025-06-02,118810,3001,287888.89,0.025258816597929466,95.93,2.4231,93.72,0.1815,0.3356,0,0,0,-44
Japan,22,2025-06-09,137047,3793,342807.25,0.02767663648237466,90.38,2.5014,106.56,0.1872,0.3379,0,0,0,-43
Japan,23,2025-06-16,128404,3124,312112.47,0.024329460141428616,99.91,2.4307,97.07,0.1902,0.348,0,0,0,-42
Japan,24,2025-06-23,121740,2978,266405.7,0.02446196812879908,89.46,2.1883,94.73,0.1761,0.3008,0,0,0,-41
Japan,25,2025-06-30,127174,3344,283759.83,0.026294682875430513,84.86,2.2313,98.24,0.1929,0.3368,0,0,0,-40
Japan,26,2025-07-07,129272,3270,308019.52,0.025295500959217773,94.2,2.3827,98.66,0.1725,0.3192,0,0,0,-39
Japan,27,2025-07-14,122824,3054,293983.74,0.024864847261121606,96.26,2.3935,94.25,0.1572,0.3102,0,0,0,-38
Japan,28,2025-07-21,124519,2854,267748.3,0.02292019691773946,93.82,2.1503,93.91,0.1592,0.3283,0,0,0,-37
Japan,29,2025-07-28,127416,3091,281684.98,0.024259119733785396,91.13,2.2108,87.96,0.1909,0.3377,0,0,0,-36
Japan,30,2025-08-04,132754,3203,286003.68,0.024127333263027857,89.29,2.1544,98.26,0.1742,0.3212,0,0,0,-35
Japan,31,2025-08-11,129111,2958,248561.75,0.022910518855868207,84.03,1.9252,94.61,0.176,0.3546,0,0,0,-34
Japan,32,2025-08-18,126963,3538,321472.3,0.027866386270015673,90.86,2.532,92.42,0.146,0.3389,0,0,0,-33
Japan,33,2025-08-25,134766,3417,331043.42,0.0253550598815725,96.88,2.4564,95.74,0.1676,0.3159,0,0,0,-32
Japan,34,2025-09-01,131271,3050,257330.46,0.023234377737657214,84.37,1.9603,79.4,0.1668,0.3206,0,0,0,-31
Japan,35,2025-09-08,132185,3002,260663.67,0.022710594999432614,86.83,1.972,92.45,0.148,0.321,0,0,0,-30
Japan,36,2025-09-15,129995,2927,262383.11,0.02251625062502404,89.64,2.0184,84.14,0.1668,0.2783,0,0,0,-29
Japan,37,2025-09-22,130504,3032,307742.96,0.023233004352357017,101.5,2.3581,89.56,0.148,0.3088,0,0,0,-28
Japan,38,2025-09-29,130569,3025,282359.64,0.023167826972711747,93.34,2.1625,87.33,0.1486,0.3141,0,0,0,-27
Japan,39,2025-10-06,131631,3091,274151.52,0.023482310398006547,88.69,2.0827,87.13,0.1636,0.313,0,0,0,-26
Japan,40,2025-10-13,131256,3044,281707.38,0.02319132077771683,92.55,2.1462,94.37,0.1476,0.3135,0,0,0,-25
Japan,41,2025-10-20,132165,3209,298932.88,0.024280255740929898,93.15,2.2618,97.94,0.1445,0.3166,0,0,0,-24
Japan,42,2025-10-27,133882,3052,280564.92,0.02279619366307644,91.93,2.0956,86.55,0.1656,0.3256,0,0,0,-23
Japan,43,2025-11-03,132934,3484,317449.3,0.026208494440850348,91.12,2.388,97.81,0.174,0.3209,0,0,0,-22
Japan,44,2025-11-10,137141,3929,366324.13,0.028649346293231053,93.24,2.6711,93.71,0.2002,0.314,0,0,0,-21
Japan,45,2025-11-17,136855,3691,328188.32,0.026970150889627707,88.92,2.3981,106.85,0.1656,0.3187,0,0,0,-20
Japan,46,2025-11-24,134389,3374,309615.94,0.025106221491342298,91.77,2.3039,99.67,0.1766,0.3124,0,0,0,-19
Japan,47,2025-12-01,137246,3668,347745.13,0.026725733354706148,94.81,2.5337,103.82,0.1711,0.3314,0,0,0,-18
Japan,48,2025-12-08,132624,4066,357032.5,0.03065810109784051,87.81,2.6921,111.97,0.1955,0.3481,0,0,0,-17
Japan,49,2025-12-15,145219,4119,367458.46,0.028364057044877048,89.21,2.5304,92.11,0.2175,0.3415,0,0,0,-16
Japan,50,2025-12-22,138847,4022,385362.8,0.02896713648836489,95.81,2.7754,103.41,0.2165,0.3294,0,0,0,-15
Japan,51,2025-12-29,140186,4182,388153.5,0.02983179490106002,92.82,2.7688,103.84,0.2262,0.3374,0,0,0,-14
Japan,52,2026-01-05,142264,3854,372720.73,0.02709047967159647,96.71,2.6199,95.89,0.173,0.3143,0,0,0,-13
Japan,53,2026-01-12,151618,4276,387475.33,0.028202456172749937,90.62,2.5556,97.78,0.1859,0.3448,0,0,0,-12
Japan,54,2026-01-19,136734,3635,348721.07,0.026584463264440448,95.93,2.5504,90.06,0.1689,0.3387,0,0,0,-11
Japan,55,2026-01-26,142441,3723,362305.82,0.026137137481483563,97.32,2.5436,101.91,0.1657,0.3012,0,0,0,-10
Japan,56,2026-02-02,136387,3811,342134.16,0.027942545843812092,89.78,2.5086,101.77,0.1872,0.3287,0,0,0,-9
Japan,57,2026-02-09,138872,4067,364811.16,0.02928596117287862,89.7,2.627,101.08,0.18,0.3289,0,0,0,-8
Japan,58,2026-02-16,137811,3348,332009.87,0.024294141977055532,99.17,2.4092,110.14,0.1948,0.349,0,0,0,-7
Japan,59,2026-02-23,137387,3758,362608.74,0.027353388602997374,96.49,2.6393,102.28,0.1893,0.3727,0,0,0,-6
Japan,60,2026-03-02,140796,4336,409667.08,0.030796329441177307,94.48,2.9096,94.87,0.201,0.3458,0,0,0,-5
Japan,61,2026-03-09,142048,4432,420495.49,0.031200720883081776,94.88,2.9602,104.53,0.1738,0.319,0,0,0,-4
Japan,62,2026-03-16,124733,3713,340535.49,0.029767583558480915,91.71,2.7301,103.92,0.179,0.347,0,0,0,-3
Japan,63,2026-03-23,142944,4162,384206.3,0.02911629729124692,92.31,2.6878,101.97,0.1972,0.3356,0,0,0,-2
Japan,64,2026-03-30,135104,4102,392745.31,0.030361795357650403,95.74,2.907,105.5,0.1783,0.3575,0,0,0,-1
Japan,65,2026-04-06,146036,4031,373429.74,0.027602782875455367,92.64,2.5571,99.84,0.1823,0.3268,0,1,0,0
Japan,66,2026-04-13,136946,3698,330328.78,0.02700334438391775,89.33,2.4121,101.14,0.2038,0.3369,0,1,0,1
Japan,67,2026-04-20,130305,3516,343668.9,0.026982847933694026,97.74,2.6374,105.05,0.2137,0.3608,0,1,0,2
Japan,68,2026-04-27,148112,3852,369045.32,0.026007345792373338,95.81,2.4917,102.27,0.1801,0.35,0,1,0,3
Japan,69,2026-05-04,131688,3401,307498.26,0.025826195249377317,90.41,2.3351,100.1,0.1773,0.3531,0,1,0,4
Japan,70,2026-05-11,137474,3495,320577.5,0.025422989074297686,91.72,2.3319,94.23,0.1628,0.3545,0,1,0,5
Japan,71,2026-05-18,134660,4031,377555.42,0.029934650230209418,93.66,2.8038,105.68,0.1917,0.3212,0,1,0,6
Japan,72,2026-05-25,140112,3721,363507.51,0.026557325568116935,97.69,2.5944,103.99,0.1656,0.3376,0,1,0,7
Japan,73,2026-06-01,138890,3946,346179.37,0.0284109727122183,87.73,2.4925,96.96,0.199,0.3405,0,1,0,8
Japan,74,2026-06-08,124997,3221,319925.63,0.025768618446842723,99.32,2.5595,91.98,0.1824,0.3504,0,1,0,9
Japan,75,2026-06-15,130892,3375,327883.57,0.025784616324909086,97.15,2.505,103.73,0.1566,0.3522,0,1,0,10
Japan,76,2026-06-22,124075,2930,274022.19,0.023614749143663107,93.52,2.2085,94.82,0.1823,0.317,0,1,0,11
Japan,77,2026-06-29,134109,3869,385151.17,0.028849667061867586,99.55,2.8719,94.76,0.17,0.3215,0,1,0,12
Japan,78,2026-07-06,140109,3210,291426.48,0.022910733785838168,90.79,2.08,94.29,0.1657,0.3253,0,1,0,13
Japan,79,2026-07-13,139818,3221,302024.49,0.023037091075541062,93.77,2.1601,99.34,0.1932,0.3362,0,1,0,14
Japan,80,2026-07-20,131673,3114,293346.03,0.023649495340730447,94.2,2.2278,90.19,0.1576,0.3467,0,1,0,15
Japan,81,2026-07-27,126563,3419,326041.59,0.027014214264832533,95.36,2.5761,86.1,0.1479,0.3338,0,1,0,16
Japan,82,2026-08-03,132782,3246,310104.72,0.02444608455965417,95.53,2.3354,86.58,0.1424,0.3282,0,1,0,17
Japan,83,2026-08-10,130683,3138,302932.92,0.02401230458437593,96.54,2.3181,95.63,0.1688,0.2954,0,1,0,18
Japan,84,2026-08-17,125939,3161,323500.44,0.02509945290974202,102.34,2.5687,87.41,0.1579,0.323,0,1,0,19
Japan,85,2026-08-24,139676,3472,317739.19,0.024857527420601964,91.51,2.2748,90.97,0.1599,0.2927,0,1,0,20
Japan,86,2026-08-31,128857,3045,283780.29,0.023630846597390905,93.2,2.2023,84.61,0.1496,0.3432,0,1,0,21
Japan,87,2026-09-07,122859,2955,262253.27,0.024051962005225504,88.75,2.1346,93.91,0.1623,0.3149,0,1,0,22
Japan,88,2026-09-14,143478,3692,341063.82,0.02573216799788121,92.38,2.3771,88.94,0.1791,0.3031,0,1,0,23
Japan,89,2026-09-21,118784,3017,282271.58,0.025399043642241378,93.56,2.3763,83.0,0.1642,0.3031,0,1,0,24
Japan,90,2026-09-28,129511,3063,282507.89,0.02365050072966775,92.23,2.1813,90.33,0.1583,0.3176,0,1,0,25
Japan,91,2026-10-05,141887,3671,364038.05,0.025872701515995123,99.17,2.5657,88.55,0.1579,0.2759,0,1,0,26
Japan,92,2026-10-12,135625,3245,327476.03,0.02392626728110599,100.92,2.4146,90.94,0.1753,0.3212,0,1,0,27
Japan,93,2026-10-19,143137,2987,266705.64,0.02086811935418515,89.29,1.8633,88.68,0.1626,0.3238,0,1,0,28
Japan,94,2026-10-26,129404,3140,295569.79,0.024265092269172513,94.13,2.2841,89.48,0.155,0.3026,0,1,0,29
Japan,95,2026-11-02,129337,3214,298962.45,0.02484981095896766,93.02,2.3115,90.0,0.1619,0.3041,0,1,0,30
Japan,96,2026-11-09,141577,3913,359791.71,0.027638670122971953,91.95,2.5413,99.87,0.1709,0.3016,0,1,0,31
Japan,97,2026-11-16,145966,4367,413132.51,0.029917926092377676,94.6,2.8303,102.01,0.1766,0.314,0,1,0,32
Japan,98,2026-11-23,147201,4588,430490.47,0.031168266519928534,93.83,2.9245,100.72,0.2137,0.3145,0,1,0,33
Japan,99,2026-11-30,154072,4343,412504.44,0.02818811984007477,94.98,2.6773,107.73,0.1922,0.2866,0,1,0,34
Japan,100,2026-12-07,144361,4019,391309.03,0.027839929066714696,97.36,2.7106,107.73,0.1754,0.3216,0,1,0,35
Japan,101,2026-12-14,134162,3555,341164.27,0.026497816073105647,95.97,2.5429,102.58,0.1964,0.3308,0,1,0,36
Japan,102,2026-12-21,139405,3682,352864.08,0.026412252071303037,95.83,2.5312,91.59,0.2004,0.3438,0,1,0,37
Japan,103,2026-12-28,148220,4407,417852.32,0.029732829577654836,94.82,2.8191,109.8,0.1872,0.3051,0,1,0,38
United Kingdom,0,2025-01-06,216037,7350,553132.27,0.034021949943759636,75.26,2.5604,96.87,0.182,0.4414,0,0,0,-65
United Kingdom,1,2025-01-13,221720,7811,569519.34,0.035229117806242105,72.91,2.5686,110.63,0.1941,0.4767,0,0,0,-64
United Kingdom,2,2025-01-20,219650,7846,590664.2,0.03572046437514227,75.28,2.6891,103.64,0.2427,0.4478,0,0,0,-63
United Kingdom,3,2025-01-27,208963,7690,549327.26,0.036800773342649175,71.43,2.6288,110.9,0.2104,0.4584,0,0,0,-62
United Kingdom,4,2025-02-03,227645,8063,630532.46,0.03541918337762744,78.2,2.7698,95.56,0.218,0.446,0,0,0,-61
United Kingdom,5,2025-02-10,215814,7590,562769.52,0.03516917345491952,74.15,2.6077,103.23,0.2113,0.4522,0,0,0,-60
United Kingdom,6,2025-02-17,230221,8556,632181.25,0.037164289964859855,73.89,2.746,110.07,0.2034,0.4674,0,0,0,-59
United Kingdom,7,2025-02-24,231617,7978,598173.83,0.0344447946394263,74.98,2.5826,101.73,0.2038,0.4818,0,0,0,-58
United Kingdom,8,2025-03-03,228555,9161,677680.24,0.040082255912143684,73.97,2.9651,113.95,0.2113,0.4516,0,0,0,-57
United Kingdom,9,2025-03-10,226896,9058,682548.23,0.039921373668993725,75.35,3.0082,104.38,0.2255,0.4959,0,0,0,-56
United Kingdom,10,2025-03-17,233238,9040,669365.27,0.03875869283735926,74.04,2.8699,111.93,0.2581,0.4637,0,0,0,-55
United Kingdom,11,2025-03-24,230927,8823,675306.68,0.03820687923023293,76.54,2.9243,105.34,0.2254,0.4559,0,0,0,-54
United Kingdom,12,2025-03-31,242013,9618,724819.11,0.039741666769966905,75.36,2.995,104.09,0.2484,0.4378,0,0,0,-53
United Kingdom,13,2025-04-07,233985,8588,640515.28,0.03670320747056435,74.58,2.7374,100.02,0.2406,0.4688,0,0,0,-52
United Kingdom,14,2025-04-14,217209,8630,634714.46,0.03973131868384828,73.55,2.9221,99.71,0.2389,0.481,0,0,0,-51
United Kingdom,15,2025-04-21,241816,9505,710268.77,0.03930674562477256,74.73,2.9372,111.1,0.2398,0.4904,0,0,0,-50
United Kingdom,16,2025-04-28,226813,8162,622614.81,0.03598559165479933,76.28,2.7451,100.87,0.2109,0.4739,0,0,0,-49
United Kingdom,17,2025-05-05,224565,8685,635942.73,0.03867477122436711,73.22,2.8319,107.11,0.2025,0.4705,0,0,0,-48
United Kingdom,18,2025-05-12,242553,9096,672333.1,0.037501082237696506,73.92,2.7719,106.85,0.2214,0.4776,0,0,0,-47
United Kingdom,19,2025-05-19,220870,9011,681841.63,0.04079775433512926,75.67,3.0871,101.76,0.2309,0.4598,0,0,0,-46
United Kingdom,20,2025-05-26,230710,8434,646367.03,0.03655671622383078,76.64,2.8016,103.31,0.2322,0.462,0,0,0,-45
United Kingdom,21,2025-06-02,235067,8534,640738.63,0.03630454296009223,75.08,2.7258,91.75,0.2344,0.474,0,0,0,-44
United Kingdom,22,2025-06-09,219885,8391,634519.49,0.03816085681151511,75.62,2.8857,97.13,0.2404,0.4329,0,0,0,-43
United Kingdom,23,2025-06-16,226987,8821,678341.61,0.038861256371510264,76.9,2.9885,107.07,0.2466,0.4613,0,0,0,-42
United Kingdom,24,2025-06-23,218810,7791,560430.44,0.03560623371875143,71.93,2.5613,102.97,0.2156,0.4577,0,0,0,-41
United Kingdom,25,2025-06-30,238391,8329,628002.17,0.03493839952011611,75.4,2.6343,88.96,0.2099,0.44,0,0,0,-40
United Kingdom,26,2025-07-07,224056,7932,614402.96,0.03540186381975934,77.46,2.7422,100.02,0.2056,0.4346,0,0,0,-39
United Kingdom,27,2025-07-14,225893,8667,636607.88,0.03836772277140062,73.45,2.8182,100.82,0.2176,0.4284,0,0,0,-38
United Kingdom,28,2025-07-21,233653,8078,625175.43,0.03457263548937955,77.39,2.6757,97.15,0.1917,0.462,0,0,0,-37
United Kingdom,29,2025-07-28,218196,7798,565445.81,0.03573851033016187,72.51,2.5915,86.44,0.206,0.4191,0,0,0,-36
United Kingdom,30,2025-08-04,233575,8281,614915.31,0.035453280530878734,74.26,2.6326,104.29,0.2097,0.4363,0,0,0,-35
United Kingdom,31,2025-08-11,234631,7929,583659.71,0.0337934884989622,73.61,2.4876,93.82,0.2166,0.433,0,0,0,-34
United Kingdom,32,2025-08-18,229784,8020,586657.03,0.03490234307001358,73.15,2.5531,92.37,0.1844,0.4451,0,0,0,-33
United Kingdom,33,2025-08-25,221593,7304,554458.25,0.03296133000591174,75.91,2.5021,82.41,0.1998,0.4242,0,0,0,-32
United Kingdom,34,2025-09-01,230899,7989,581482.28,0.0345995435233587,72.79,2.5183,95.98,0.1678,0.4518,0,0,0,-31
United Kingdom,35,2025-09-08,219377,7583,571951.24,0.03456606663415034,75.43,2.6072,92.6,0.2091,0.4523,0,0,0,-30
United Kingdom,36,2025-09-15,229631,7653,577298.39,0.033327381755947585,75.43,2.514,98.3,0.2021,0.4243,0,0,0,-29
United Kingdom,37,2025-09-22,207987,7357,554053.51,0.03537240308288499,75.31,2.6639,90.25,0.2129,0.4337,0,0,0,-28
United Kingdom,38,2025-09-29,225812,7634,544311.13,0.03380688360228863,71.3,2.4105,90.27,0.204,0.4539,0,0,0,-27
United Kingdom,39,2025-10-06,228639,7958,591660.36,0.034805960487930755,74.35,2.5877,93.84,0.2263,0.4457,0,0,0,-26
United Kingdom,40,2025-10-13,216207,7360,559406.12,0.03404145101684959,76.01,2.5874,91.06,0.2101,0.4257,0,0,0,-25
United Kingdom,41,2025-10-20,240108,8548,643064.64,0.03560064637579756,75.23,2.6782,88.14,0.2004,0.4105,0,0,0,-24
United Kingdom,42,2025-10-27,232630,8515,624834.09,0.03660318961440915,73.38,2.686,100.43,0.1839,0.4429,0,0,0,-23
United Kingdom,43,2025-11-03,237397,8764,686471.66,0.0369170629788919,78.33,2.8917,101.61,0.1877,0.4334,0,0,0,-22
United Kingdom,44,2025-11-10,239669,8582,636215.96,0.03580771814460777,74.13,2.6546,106.19,0.178,0.4448,0,0,0,-21
United Kingdom,45,2025-11-17,247669,9138,750768.08,0.03689601847627277,82.16,3.0313,100.99,0.2001,0.4283,0,0,0,-20
United Kingdom,46,2025-11-24,262334,11065,851862.16,0.04217905418283562,76.99,3.2472,114.94,0.2765,0.4644,0,0,0,-19
United Kingdom,47,2025-12-01,260688,10674,826045.92,0.040945498066654394,77.39,3.1687,106.05,0.2608,0.4342,0,0,0,-18
United Kingdom,48,2025-12-08,274669,11663,884267.61,0.04246201791975068,75.82,3.2194,117.74,0.2645,0.4212,0,0,0,-17
United Kingdom,49,2025-12-15,251048,10442,777963.9,0.04159363946336955,74.5,3.0989,114.68,0.258,0.4636,0,0,0,-16
United Kingdom,50,2025-12-22,257456,12096,944543.89,0.04698278540799204,78.09,3.6688,113.92,0.2788,0.4457,0,0,0,-15
United Kingdom,51,2025-12-29,254827,11022,844411.74,0.043252873518112286,76.61,3.3137,106.26,0.2443,0.4157,0,0,0,-14
United Kingdom,52,2026-01-05,236766,9914,799216.01,0.04187256616237128,80.61,3.3756,107.16,0.2242,0.4503,0,0,0,-13
United Kingdom,53,2026-01-12,244196,9501,720249.94,0.0389072712083736,75.81,2.9495,103.09,0.2125,0.433,0,0,0,-12
United Kingdom,54,2026-01-19,225069,8706,650731.5,0.03868147101555523,74.75,2.8913,100.84,0.2172,0.4653,0,0,0,-11
United Kingdom,55,2026-01-26,238862,8938,686354.12,0.03741909554470782,76.79,2.8734,99.99,0.2089,0.4391,0,0,0,-10
United Kingdom,56,2026-02-02,245686,9482,681514.36,0.03859397767882582,71.87,2.7739,96.37,0.2098,0.4493,0,0,0,-9
United Kingdom,57,2026-02-09,246040,9823,721418.11,0.03992440253617298,73.44,2.9321,102.44,0.2141,0.4623,0,0,0,-8
United Kingdom,58,2026-02-16,235684,9492,764284.1,0.04027426554199691,80.52,3.2428,113.28,0.2435,0.4573,0,0,0,-7
United Kingdom,59,2026-02-23,251313,10168,775147.08,0.040459506670964096,76.23,3.0844,104.42,0.1879,0.4667,0,0,0,-6
United Kingdom,60,2026-03-02,258068,10408,848684.71,0.04033045553885022,81.54,3.2886,109.18,0.2191,0.4606,0,0,0,-5
United Kingdom,61,2026-03-09,248616,10554,830947.75,0.04245100878463172,78.73,3.3423,109.47,0.2491,0.4464,0,0,0,-4
United Kingdom,62,2026-03-16,257428,11522,888723.24,0.04475814596702767,77.13,3.4523,110.56,0.2391,0.4896,0,0,0,-3
United Kingdom,63,2026-03-23,245886,11086,934319.37,0.04508593413207747,84.28,3.7998,116.38,0.21,0.4685,0,0,0,-2
United Kingdom,64,2026-03-30,264636,10956,877060.37,0.041400263002766065,80.05,3.3142,107.84,0.2114,0.4721,0,0,0,-1
United Kingdom,65,2026-04-06,244045,10040,736939.65,0.041139953697064066,73.4,3.0197,104.8,0.2259,0.4782,0,1,0,0
United Kingdom,66,2026-04-13,261797,11693,918578.07,0.04466437736108512,78.56,3.5087,110.95,0.2299,0.4577,0,1,0,1
United Kingdom,67,2026-04-20,247138,10381,794311.71,0.042004871772046384,76.52,3.214,109.35,0.2316,0.4698,0,1,0,2
United Kingdom,68,2026-04-27,244946,11210,863968.82,0.045765189062078986,77.07,3.5272,114.09,0.2249,0.4754,0,1,0,3
United Kingdom,69,2026-05-04,251513,11008,840553.86,0.04376712138139977,76.36,3.342,109.32,0.2425,0.455,0,1,0,4
United Kingdom,70,2026-05-11,245615,10664,841013.05,0.04341754371679254,78.86,3.4241,110.32,0.2339,0.4573,0,1,0,5
United Kingdom,71,2026-05-18,252005,10836,872293.72,0.04299914684232456,80.5,3.4614,102.07,0.2312,0.4538,0,1,0,6
United Kingdom,72,2026-05-25,250001,10806,801188.76,0.04322382710469158,74.14,3.2047,111.62,0.2256,0.4765,0,1,0,7
United Kingdom,73,2026-06-01,248550,10511,808174.63,0.04228927781130557,76.89,3.2516,106.56,0.2095,0.4654,0,1,0,8
United Kingdom,74,2026-06-08,253088,10544,823599.5,0.04166139840687824,78.11,3.2542,106.97,0.2165,0.4678,0,1,0,9
United Kingdom,75,2026-06-15,260710,9979,770737.37,0.03827624563691458,77.24,2.9563,107.78,0.2253,0.46,0,1,0,10
United Kingdom,76,2026-06-22,238851,10218,776584.24,0.042779808332391325,76.0,3.2513,100.84,0.2233,0.457,0,1,0,11
United Kingdom,77,2026-06-29,246889,10514,828360.3,0.04258593943027028,78.79,3.3552,108.38,0.2136,0.4416,0,1,0,12
United Kingdom,78,2026-07-06,256055,10456,832885.95,0.04083497686044014,79.66,3.2528,96.3,0.2341,0.4659,0,1,0,13
United Kingdom,79,2026-07-13,250117,10222,816702.13,0.04086887336726412,79.9,3.2653,103.6,0.1898,0.4447,0,1,0,14
United Kingdom,80,2026-07-20,236736,8947,696119.3,0.03779315355501487,77.8,2.9405,94.1,0.2181,0.4361,0,1,0,15
United Kingdom,81,2026-07-27,258871,10127,772629.27,0.03911987051465788,76.29,2.9846,101.87,0.2101,0.4541,0,1,0,16
United Kingdom,82,2026-08-03,251716,10344,797271.48,0.04109393125585978,77.08,3.1673,99.68,0.2162,0.4446,0,1,0,17
United Kingdom,83,2026-08-10,244565,9573,727464.11,0.03914296812708278,75.99,2.9745,98.65,0.1915,0.4419,0,1,0,18
United Kingdom,84,2026-08-17,242756,9913,735577.9,0.04083524197136219,74.2,3.0301,92.86,0.1809,0.4471,0,1,0,19
United Kingdom,85,2026-08-24,248524,8796,657037.76,0.035392960036052856,74.7,2.6438,93.17,0.224,0.4313,0,1,0,20
United Kingdom,86,2026-08-31,233010,9127,703243.13,0.03916999270417579,77.05,3.0181,91.0,0.2178,0.4274,0,1,0,21
United Kingdom,87,2026-09-07,249361,9461,703252.93,0.037940977137563614,74.33,2.8202,94.41,0.1912,0.4312,0,1,0,22
United Kingdom,88,2026-09-14,233683,8719,630687.99,0.037311229314926635,72.33,2.6989,88.21,0.1838,0.4275,0,1,0,23
United Kingdom,89,2026-09-21,237688,8951,683552.33,0.03765861128874828,76.37,2.8758,83.5,0.1778,0.4112,0,1,0,24
United Kingdom,90,2026-09-28,247235,9217,694395.04,0.03728032034299351,75.34,2.8086,91.01,0.189,0.4243,0,1,0,25
United Kingdom,91,2026-10-05,238625,8191,609309.38,0.034325825039287584,74.39,2.5534,91.92,0.1628,0.4621,0,1,0,26
United Kingdom,92,2026-10-12,251224,9341,706321.33,0.03718195713785307,75.62,2.8115,90.39,0.204,0.4373,0,1,0,27
United Kingdom,93,2026-10-19,255960,9720,739173.82,0.0379746835443038,76.05,2.8878,85.93,0.2024,0.4392,0,1,0,28
United Kingdom,94,2026-10-26,250842,9893,768324.38,0.0394391688792148,77.66,3.063,100.57,0.1964,0.4486,0,1,0,29
United Kingdom,95,2026-11-02,237184,10091,854658.85,0.04254502833243389,84.7,3.6034,100.67,0.1887,0.4387,0,1,0,30
United Kingdom,96,2026-11-09,253217,9859,740074.57,0.038934984617936395,75.07,2.9227,92.17,0.1746,0.4336,0,1,0,31
United Kingdom,97,2026-11-16,270926,11911,895923.68,0.04396403445959413,75.22,3.3069,105.7,0.2598,0.4384,0,1,0,32
United Kingdom,98,2026-11-23,258007,11023,840299.65,0.04272364703283244,76.23,3.2569,95.91,0.2516,0.4578,0,1,0,33
United Kingdom,99,2026-11-30,268428,12826,1017147.34,0.04778190054688781,79.3,3.7893,98.55,0.2611,0.4407,0,1,0,34
United Kingdom,100,2026-12-07,269189,12904,1020403.19,0.047936579875106335,79.08,3.7907,109.82,0.2681,0.4456,0,1,0,35
United Kingdom,101,2026-12-14,277091,13521,1134369.23,0.04879624383325334,83.9,4.0939,105.13,0.2454,0.4444,0,1,0,36
United Kingdom,102,2026-12-21,281368,13757,1081392.53,0.048893264337095906,78.61,3.8433,122.0,0.2515,0.4546,0,1,0,37
United Kingdom,103,2026-12-28,270949,12343,995978.65,0.04555469848569288,80.69,3.6759,108.54,0.2203,0.4265,0,1,0,38
United States,0,2025-01-06,403635,12749,1002692.37,0.031585467068019374,78.65,2.4842,101.35,0.1826,0.4244,1,0,0,-65
United States,1,2025-01-13,389546,13037,1008615.49,0.0334671643400266,77.37,2.5892,94.73,0.2252,0.4242,1,0,0,-64
United States,2,2025-01-20,389471,12746,1013791.38,0.03272644176331486,79.54,2.603,101.55,0.1941,0.4116,1,0,0,-63
United States,3,2025-01-27,406108,13162,1031051.55,0.03241009780649482,78.34,2.5389,100.21,0.2022,0.4033,1,0,0,-62
United States,4,2025-02-03,411190,13738,1074037.6,0.0334103455823342,78.18,2.612,105.64,0.2253,0.4331,1,0,0,-61
United States,5,2025-02-10,404651,12639,983084.92,0.031234322910359793,77.78,2.4295,101.61,0.1824,0.4508,1,0,0,-60
United States,6,2025-02-17,407864,12726,1037274.62,0.031201576996253654,81.51,2.5432,101.5,0.2152,0.4424,1,0,0,-59
United States,7,2025-02-24,419065,14568,1161453.51,0.03476310357581759,79.73,2.7715,108.97,0.2036,0.4361,1,0,0,-58
United States,8,2025-03-03,413133,15018,1171212.7,0.036351489713966206,77.99,2.835,98.15,0.1636,0.4492,1,0,0,-57
United States,9,2025-03-10,413440,15506,1238785.2,0.03750483746130031,79.89,2.9963,107.73,0.2304,0.4429,1,0,0,-56
United States,10,2025-03-17,417082,14872,1200190.55,0.03565725684637553,80.7,2.8776,107.58,0.2174,0.4413,1,0,0,-55
United States,11,2025-03-24,429654,15372,1213027.5,0.035777625717437755,78.91,2.8233,111.41,0.2487,0.456,1,0,0,-54
United States,12,2025-03-31,421040,14696,1148574.55,0.034904047121413644,78.16,2.7279,116.19,0.2369,0.4053,1,0,0,-53
United States,13,2025-04-07,427603,15717,1246420.0,0.03675605643552548,79.3,2.9149,107.23,0.2167,0.3928,1,0,0,-52
United States,14,2025-04-14,429368,14302,1129595.2,0.03330942222056604,78.98,2.6308,115.93,0.223,0.4388,1,0,0,-51
United States,15,2025-04-21,429925,16196,1295827.87,0.037671686922137584,80.01,3.0141,118.33,0.2443,0.4049,1,0,0,-50
United States,16,2025-04-28,417864,14294,1143316.55,0.03420730189726801,79.99,2.7361,108.87,0.2141,0.4334,1,0,0,-49
United States,17,2025-05-05,427910,15309,1205528.18,0.03577621462457059,78.75,2.8172,108.43,0.2087,0.4354,1,0,0,-48
United States,18,2025-05-12,418200,14972,1179073.88,0.035801052128168344,78.75,2.8194,102.59,0.2099,0.4597,1,0,0,-47
United States,19,2025-05-19,418525,14412,1143321.27,0.03443521892360074,79.33,2.7318,105.83,0.2232,0.4238,1,0,0,-46
